time,m1,m2,m3,p1,p2,p3
23.665,17,10,5,25,7,6
23.67,17,10,5,24,7,5
23.675,17,10,6,24,7,5
23.68,17,10,6,25,7,5
23.685,17,10,6,25,8,5
23.69,17,10,6,26,7,5
23.695,17,10,6,26,7,5
23.7,17,10,6,26,6,6
23.705,17,10,6,25,6,6
23.71,17,12,6,26,6,6
23.715,17,12,8,23,6,6
23.72,17,12,8,22,6,5
23.725,17,12,8,23,7,6
23.73,17,12,8,24,7,6
23.735,17,12,8,23,7,6
23.74,17,12,8,23,7,5
23.745,16,12,8,22,6,5
23.75,16,11,8,22,6,5
23.755,16,11,8,22,6,5
23.76,16,11,8,24,7,5
23.765,16,12,8,24,7,5
23.77,16,12,8,24,7,5
23.775,16,11,8,22,8,4
23.78,16,12,8,22,9,4
23.785,16,12,8,21,10,3
23.79,16,12,8,22,9,3
23.795,16,13,9,22,9,2
23.8,16,13,10,21,7,2
23.805,16,13,10,21,7,2
23.81,15,13,12,20,7,2
23.815,15,13,12,20,9,3
23.82,15,13,13,19,8,3
23.825,15,13,14,18,9,3
23.83,15,13,14,18,9,3
23.835,15,13,15,18,10,3
23.84,15,13,16,15,11,3
23.845,15,13,16,15,12,3
23.85,15,13,18,16,12,3
23.855,15,13,18,15,11,4
23.86,15,13,18,15,11,5
23.865,15,13,18,15,11,4
23.87,15,13,19,15,11,5
23.875,15,13,19,16,11,5
23.88,15,13,20,17,11,5
23.885,15,13,20,17,12,6
23.89,15,13,21,18,12,6
23.895,15,13,21,18,12,6
23.9,15,13,21,16,12,6
23.905,15,13,21,16,12,6
23.91,15,13,23,16,12,6
23.915,15,13,23,15,13,6
23.92,15,13,24,15,13,8
23.925,15,13,24,15,14,10
23.93,15,13,23,15,14,10
23.935,15,13,23,15,14,9
23.94,15,13,23,15,14,9
23.945,15,12,23,15,16,9
23.95,15,12,23,15,16,11
23.955,15,12,22,15,17,11
23.96,15,12,22,15,17,10
23.965,15,12,22,15,18,11
23.97,14,12,21,15,18,11
23.975,14,12,21,15,18,11
23.98,13,12,21,15,18,11
23.985,13,12,21,15,18,11
23.99,13,12,20,15,18,11
23.995,13,12,20,16,19,11
24,13,12,20,16,18,11
24.005,13,12,20,15,17,12
24.01,13,12,20,16,17,13
24.015,13,12,20,16,17,14
24.02,13,12,19,16,17,14
24.025,13,12,19,16,17,14
24.03,13,12,19,16,17,14
24.035,13,12,19,16,17,14
24.04,13,12,19,16,17,15
24.045,13,12,19,16,17,15
24.05,13,12,19,17,16,15
24.055,13,12,19,17,16,15
24.06,13,12,19,16,16,16
24.065,13,12,19,16,16,16
24.07,13,12,19,16,18,16
24.075,13,12,19,17,19,16
24.08,13,12,19,18,19,16
24.085,13,12,19,17,18,16
24.09,13,12,19,17,22,15
24.095,13,12,19,16,22,14
24.1,13,12,19,17,21,14
24.105,12,12,19,16,21,14
24.11,12,12,19,16,20,15
24.115,12,11,19,16,20,16
24.12,12,11,19,16,20,15
24.125,12,11,19,17,19,15
24.13,11,11,19,17,19,13
24.135,11,11,19,16,18,13
24.14,11,11,19,16,18,12
24.145,11,11,19,16,19,12
24.15,11,11,19,14,21,12
24.155,11,11,19,14,21,12
24.16,11,11,19,14,21,13
24.165,11,11,18,15,22,13
24.17,11,11,18,15,22,13
24.175,11,11,18,15,22,13
24.18,11,10,18,15,21,13
24.185,11,10,18,15,19,14
24.19,11,10,18,15,18,14
24.195,11,11,18,15,18,14
24.2,11,11,18,15,17,14
24.205,11,11,18,15,18,14
24.21,11,11,18,15,17,13
24.215,11,11,18,15,16,13
24.22,11,11,18,17,16,15
24.225,11,11,18,16,14,15
24.23,11,11,18,16,14,15
24.235,11,11,18,17,14,16
24.24,12,11,17,18,13,17
24.245,12,11,17,19,13,17
24.25,12,11,17,19,14,17
24.255,12,11,17,19,13,17
24.26,12,11,17,19,13,18
24.265,12,11,17,18,13,18
24.27,12,11,17,18,14,18
24.275,12,11,17,17,14,19
24.28,12,11,17,18,14,19
24.285,12,11,17,19,14,20
24.29,12,11,17,19,14,21
24.295,12,11,17,20,13,21
24.3,12,11,16,19,13,21
24.305,12,11,16,19,13,21
24.31,12,11,16,19,12,18
24.315,12,11,16,21,12,18
24.32,12,11,16,21,12,18
24.325,12,11,16,20,11,19
24.33,12,11,16,20,11,20
24.335,12,11,15,20,11,21
24.34,12,12,15,20,12,21
24.345,12,12,15,19,12,20
24.35,12,12,15,19,12,20
24.355,12,12,15,19,12,18
24.36,12,12,15,19,12,17
24.365,12,12,15,19,11,16
24.37,12,12,15,18,11,16
24.375,12,12,15,18,12,16
24.38,12,12,15,16,12,17
24.385,12,12,15,17,12,17
24.39,12,13,15,17,12,17
24.395,11,13,15,17,12,16
24.4,11,13,15,18,11,15
24.405,11,13,15,18,10,15
24.41,11,13,15,20,9,14
24.415,11,13,15,19,8,14
24.42,11,13,15,19,8,14
24.425,11,13,15,19,8,14
24.43,11,13,15,18,9,14
24.435,11,13,15,18,9,12
24.44,11,13,15,17,8,11
24.445,10,13,15,17,8,12
24.45,10,13,15,17,9,12
24.455,10,13,15,19,9,12
24.46,10,13,15,19,9,12
24.465,10,13,15,19,8,12
24.47,10,13,15,18,8,12
24.475,10,13,15,17,8,12
24.48,10,13,15,17,7,13
24.485,10,13,15,18,8,13
24.49,10,13,15,18,9,12
24.495,10,13,15,18,9,12
24.5,10,13,15,17,9,12
24.505,10,13,15,14,8,13
24.51,12,13,15,14,7,13
24.515,12,14,15,13,8,12
24.52,12,14,15,14,8,14
24.525,10,14,15,13,9,15
24.53,10,14,15,12,9,14
24.535,10,14,15,12,10,16
24.54,10,14,15,12,10,16
24.545,10,13,15,12,11,17
24.55,10,13,15,13,11,18
24.555,10,13,15,13,11,17
24.56,10,13,15,13,12,18
24.565,10,13,15,14,12,17
24.57,10,13,15,14,12,17
24.575,10,13,15,14,11,16
24.58,10,12,14,13,11,16
24.585,11,12,13,13,11,16
24.59,11,12,13,13,11,15
24.595,11,12,13,12,11,15
24.6,11,12,13,11,11,15
24.605,11,12,13,12,11,14
24.61,11,12,13,11,11,14
24.615,11,12,13,11,11,14
24.62,11,12,13,11,11,13
24.625,11,12,14,10,12,12
24.63,11,13,14,9,10,12
24.635,11,13,14,9,11,12
24.64,11,13,14,10,13,12
24.645,11,13,14,10,14,11
24.65,11,13,14,10,16,9
24.655,11,13,14,10,18,9
24.66,11,13,14,10,17,9
24.665,11,13,14,11,17,10
24.67,11,13,14,12,18,10
24.675,11,13,14,12,18,10
24.68,11,13,14,11,18,9
24.685,11,13,14,10,18,8
24.69,11,12,14,10,18,7
24.695,11,12,14,10,17,8
24.7,11,12,14,11,16,7
24.705,11,12,14,12,15,9
24.71,11,12,14,12,15,9
24.715,11,12,14,12,15,9
24.72,11,12,13,11,16,9
24.725,11,12,13,10,16,9
24.73,11,12,13,10,16,9
24.735,11,12,13,9,15,9
24.74,11,12,13,9,15,8
24.745,11,12,13,9,15,8
24.75,11,12,13,10,14,8
24.755,11,12,13,10,14,6
24.76,11,12,13,9,13,6
24.765,11,12,13,9,14,6
24.77,11,13,13,8,14,5
24.775,11,13,13,8,13,5
24.78,11,13,13,8,12,6
24.785,10,13,13,9,11,5
24.79,10,13,13,9,10,6
24.795,9,13,13,8,10,6
24.8,9,12,13,8,9,6
24.805,9,12,13,8,9,7
24.81,9,11,13,7,9,8
24.815,9,11,13,7,9,8
24.82,9,11,13,6,9,7
24.825,9,11,13,5,9,7
24.83,9,11,13,5,9,7
24.835,10,11,13,5,10,7
24.84,11,11,13,4,10,7
24.845,11,11,13,4,10,7
24.85,11,11,13,4,11,6
24.855,11,11,13,4,11,6
24.86,11,11,13,4,11,6
24.865,11,11,13,4,11,6
24.87,12,11,13,4,11,6
24.875,12,11,13,4,10,6
24.88,13,11,13,4,10,5
24.885,13,11,13,4,11,5
24.89,13,11,13,4,11,5
24.895,13,11,14,4,11,5
24.9,13,11,14,4,11,5
24.905,13,11,15,4,11,5
24.91,13,11,15,4,11,6
24.915,14,11,16,4,9,7
24.92,14,10,16,4,9,8
24.925,14,10,17,5,10,8
24.93,15,10,17,5,11,8
24.935,15,10,17,6,11,8
24.94,14,10,17,7,11,8
24.945,14,11,17,7,11,8
24.95,14,11,17,7,11,8
24.955,14,11,17,7,10,8
24.96,14,11,17,7,10,8
24.965,15,11,17,7,10,9
24.97,15,11,17,9,8,11
24.975,15,11,17,9,8,10
24.98,15,11,17,8,7,10
24.985,14,11,17,7,8,9
24.99,14,11,17,8,8,9
24.995,14,11,17,8,8,10
25,14,11,18,8,9,9
25.005,14,11,18,8,9,11
25.01,14,11,19,7,9,12
25.015,14,11,19,6,9,12
25.02,14,11,19,6,9,13
25.025,14,11,19,6,9,17
25.03,15,11,19,6,9,16
25.035,15,11,19,6,10,16
25.04,15,11,19,8,13,15
25.045,15,11,19,7,12,14
25.05,16,10,19,6,12,14
25.055,16,10,19,7,12,14
25.06,16,10,19,7,13,14
25.065,16,10,19,9,15,14
25.07,16,10,19,9,14,15
25.075,16,10,18,9,13,15
25.08,16,10,18,9,14,15
25.085,16,10,18,10,15,15
25.09,16,10,18,10,15,15
25.095,16,10,18,10,13,15
25.1,16,11,18,10,13,15
25.105,16,10,18,10,14,15
25.11,16,10,18,10,14,15
25.115,15,10,18,10,14,13
25.12,15,10,18,10,15,13
25.125,15,10,18,10,16,13
25.13,15,10,17,9,15,13
25.135,15,10,17,10,14,12
25.14,15,10,16,11,15,12
25.145,15,9,16,11,15,12
25.15,15,9,16,11,14,12
25.155,15,9,16,11,14,12
25.16,15,10,16,12,13,12
25.165,15,10,16,10,13,12
25.17,15,10,16,11,13,12
25.175,15,10,16,12,12,12
25.18,15,10,16,12,12,12
25.185,14,10,16,12,12,12
25.19,14,10,16,12,13,11
25.195,14,10,15,12,13,11
25.2,14,10,15,12,13,10
25.205,14,10,15,13,14,12
25.21,14,10,15,14,13,12
25.215,14,10,15,13,13,10
25.22,14,10,15,13,12,10
25.225,14,10,15,13,12,10
25.23,14,9,15,12,13,10
25.235,14,9,15,11,13,9
25.24,14,9,15,11,13,10
25.245,14,9,15,12,13,9
25.25,14,9,15,12,13,9
25.255,14,9,15,13,15,9
25.26,14,9,15,13,14,9
25.265,14,9,15,14,14,9
25.27,14,8,14,14,14,9
25.275,14,8,13,13,14,10
25.28,14,8,13,12,14,10
25.285,13,8,13,12,15,10
25.29,13,8,14,12,15,9
25.295,13,8,14,11,14,11
25.3,13,8,14,10,14,10
25.305,13,8,13,11,14,10
25.31,13,7,13,13,14,11
25.315,13,7,13,13,14,12
25.32,12,7,13,13,14,12
25.325,12,7,13,13,14,13
25.33,12,7,13,13,14,12
25.335,11,7,13,13,13,10
25.34,11,7,13,13,13,11
25.345,12,7,12,13,13,11
25.35,12,7,12,13,13,10
25.355,12,7,12,13,13,10
25.36,12,7,13,12,14,10
25.365,12,7,13,13,14,11
25.37,12,7,13,13,13,11
25.375,12,7,13,13,13,12
25.38,12,7,13,13,12,12
25.385,12,8,13,13,12,12
25.39,11,8,13,12,11,12
25.395,11,8,12,13,12,12
25.4,12,8,12,11,10,11
25.405,12,8,12,11,10,11
25.41,12,8,12,12,10,12
25.415,12,8,12,12,10,13
25.42,12,8,12,13,11,13
25.425,12,8,12,14,10,13
25.43,12,9,12,13,10,12
25.435,12,9,12,13,10,13
25.44,12,9,12,14,10,13
25.445,12,9,12,14,11,13
25.45,12,9,12,14,11,13
25.455,12,9,12,14,11,12
25.46,12,9,12,13,12,12
25.465,12,9,12,14,12,12
25.47,12,9,12,15,12,11
25.475,12,9,12,15,12,11
25.48,12,9,12,15,11,11
25.485,12,8,12,14,10,11
25.49,12,8,12,14,10,13
25.495,12,9,11,13,11,13
25.5,12,9,11,14,11,12
25.505,12,9,11,15,12,12
25.51,12,8,11,16,12,12
25.515,12,8,11,16,12,12
25.52,12,9,11,17,12,12
25.525,12,9,11,16,13,11
25.53,12,9,10,18,13,11
25.535,12,9,10,18,13,11
25.54,12,9,10,18,14,11
25.545,12,9,10,16,15,11
25.55,12,9,10,16,14,11
25.555,12,9,10,16,13,11
25.56,13,9,10,15,12,12
25.565,13,10,9,15,12,12
25.57,12,11,9,15,12,13
25.575,12,11,9,14,12,13
25.58,12,11,9,13,12,12
25.585,12,11,9,13,13,12
25.59,12,11,9,14,14,12
25.595,12,11,9,14,15,11
25.6,12,11,8,13,18,11
25.605,12,10,8,13,18,11
25.61,12,10,8,12,18,11
25.615,12,10,8,13,17,11
25.62,11,9,8,13,17,11
25.625,11,9,8,12,17,11
25.63,11,9,8,12,16,11
25.635,11,9,8,12,16,11
25.64,11,9,8,12,18,11
25.645,11,9,8,12,17,10
25.65,11,9,8,12,18,11
25.655,11,9,8,12,17,11
25.66,11,10,8,14,17,10
25.665,11,10,8,15,17,11
25.67,11,10,8,15,17,10
25.675,11,10,8,15,16,10
25.68,10,10,8,15,16,11
25.685,10,10,8,15,18,11
25.69,10,10,8,15,18,11
25.695,10,10,8,15,18,11
25.7,10,10,8,14,18,11
25.705,10,10,8,14,17,11
25.71,10,10,8,14,18,10
25.715,10,10,7,14,18,9
25.72,10,11,7,14,17,9
25.725,10,11,7,14,18,9
25.73,10,11,7,14,18,9
25.735,10,11,7,14,20,10
25.74,10,11,7,14,19,10
25.745,10,10,7,13,19,10
25.75,10,10,7,13,17,10
25.755,10,10,7,14,16,10
25.76,10,10,7,14,16,9
25.765,10,10,7,15,16,9
25.77,10,10,7,13,15,8
25.775,10,10,7,13,15,10
25.78,10,10,7,13,15,10
25.785,10,10,7,12,13,9
25.79,10,10,7,14,13,10
25.795,10,10,7,15,13,10
25.8,10,10,7,15,14,10
25.805,10,10,7,15,15,10
25.81,10,10,7,15,15,10
25.815,10,10,7,14,15,10
25.82,10,10,7,13,15,9
25.825,10,10,7,13,15,10
25.83,10,10,7,13,14,10
25.835,10,10,7,13,14,10
25.84,10,10,7,12,15,10
25.845,10,10,7,13,14,11
25.85,10,10,7,13,12,10
25.855,10,10,7,14,11,10
25.86,10,10,8,13,10,9
25.865,10,10,8,13,10,9
25.87,10,10,8,13,11,8
25.875,10,11,8,13,11,8
25.88,10,13,8,13,11,8
25.885,10,13,8,13,11,8
25.89,10,13,8,13,12,8
25.895,10,13,8,13,12,8
25.9,10,13,8,12,11,7
25.905,10,13,8,10,11,6
25.91,10,13,8,10,10,7
25.915,10,13,8,10,10,8
25.92,10,12,8,11,9,9
25.925,10,12,8,11,9,8
25.93,10,12,8,11,10,8
25.935,10,12,8,10,11,8
25.94,10,12,9,11,10,8
25.945,10,11,9,11,10,6
25.95,10,11,9,11,9,6
25.955,10,11,9,10,8,5
25.96,10,11,9,10,8,5
25.965,10,11,11,11,9,4
25.97,10,11,12,12,10,4
25.975,10,11,12,12,9,4
25.98,10,12,12,11,8,5
25.985,9,12,12,11,8,5
25.99,9,11,12,11,8,5
25.995,9,11,13,11,8,6
26,9,11,13,11,9,7
26.005,9,11,13,12,8,8
26.01,9,11,13,13,8,8
26.015,9,12,13,13,12,8
26.02,9,12,13,13,9,8
26.025,9,12,14,12,9,8
26.03,9,12,14,12,10,9
26.035,9,11,14,13,10,9
26.04,9,11,14,13,10,9
26.045,8,11,14,13,10,9
26.05,8,11,14,13,10,9
26.055,8,11,14,12,9,9
26.06,8,11,14,12,9,9
26.065,7,11,14,12,9,9
26.07,7,11,14,12,9,9
26.075,7,10,14,13,9,9
26.08,7,10,14,13,8,9
26.085,7,10,14,13,6,10
26.09,7,11,14,13,7,11
26.095,7,11,14,12,7,11
26.1,7,11,14,12,9,12
26.105,7,11,14,12,9,12
26.11,7,11,14,10,9,12
26.115,7,11,14,10,9,13
26.12,7,12,14,10,9,12
26.125,7,13,14,9,9,12
26.13,7,13,14,9,9,12
26.135,7,13,14,9,9,12
26.14,7,13,14,9,9,12
26.145,7,12,14,8,7,13
26.15,7,12,14,7,6,11
26.155,7,11,14,7,5,10
26.16,7,11,14,7,5,11
26.165,7,11,14,7,5,11
26.17,7,10,14,7,5,11
26.175,7,10,14,7,4,11
26.18,7,10,14,7,4,10
26.185,7,10,14,7,5,10
26.19,7,10,14,8,6,10
26.195,7,10,14,8,8,9
26.2,7,10,14,7,10,9
26.205,7,10,14,8,10,8
26.21,7,11,14,7,10,7
26.215,6,11,14,7,10,7
26.22,6,11,14,7,10,7
26.225,6,11,14,7,9,7
26.23,7,11,14,7,9,7
26.235,7,11,15,8,8,8
26.24,7,11,16,8,8,8
26.245,7,11,16,8,9,10
26.25,7,11,16,8,9,10
26.255,7,11,15,8,9,10
26.26,8,11,15,8,10,10
26.265,8,11,16,8,8,9
26.27,9,11,16,8,7,10
26.275,9,11,16,7,6,8
26.28,9,11,16,7,6,8
26.285,9,11,16,7,5,9
26.29,9,11,16,7,5,9
26.295,9,11,16,8,5,10
26.3,9,11,16,6,5,9
26.305,9,10,16,6,6,9
26.31,10,11,16,7,6,9
26.315,10,11,16,7,6,8
26.32,10,11,16,6,6,8
26.325,10,11,17,6,7,8
26.33,10,10,17,6,7,8
26.335,10,10,17,6,8,8
26.34,9,10,17,7,8,8
26.345,9,10,18,7,8,8
26.35,9,10,18,7,7,8
26.355,9,10,17,7,9,10
26.36,9,10,17,7,9,10
26.365,9,10,17,6,7,12
26.37,10,10,17,6,7,12
26.375,10,10,17,7,8,14
26.38,10,10,17,7,8,14
26.385,9,10,17,8,8,15
26.39,9,9,16,7,9,15
26.395,9,10,16,8,9,15
26.4,9,10,16,8,9,15
26.405,10,10,16,8,10,16
26.41,10,9,16,8,9,17
26.415,10,9,16,8,7,18
26.42,10,9,16,9,8,19
26.425,10,9,16,9,7,20
26.43,10,9,16,9,7,20
26.435,9,10,15,9,7,20
26.44,9,10,15,9,7,18
26.445,9,10,16,9,7,18
26.45,9,10,16,9,7,18
26.455,9,10,16,9,7,18
26.46,9,10,16,10,7,15
26.465,9,10,16,11,7,15
26.47,9,11,16,11,7,15
26.475,10,11,16,11,6,16
26.48,10,11,16,11,6,16
26.485,10,11,16,12,6,17
26.49,9,12,16,12,6,17
26.495,8,12,16,12,6,16
26.5,8,12,16,12,7,16
26.505,8,12,16,12,8,16
26.51,9,11,16,12,8,16
26.515,9,11,16,12,8,16
26.52,9,11,16,11,8,15
26.525,9,11,16,11,8,15
26.53,9,11,15,10,8,15
26.535,9,11,14,10,8,15
26.54,9,11,13,11,9,16
26.545,9,11,13,11,9,16
26.55,9,11,13,11,9,15
26.555,9,11,13,12,8,16
26.56,9,11,13,10,8,16
26.565,9,11,13,10,7,16
26.57,10,11,13,10,7,17
26.575,10,11,13,10,6,18
26.58,10,11,13,10,7,19
26.585,10,11,13,9,10,19
26.59,10,11,13,9,11,19
26.595,10,11,13,10,11,19
26.6,10,11,13,10,12,20
26.605,10,11,13,11,12,20
26.61,10,11,13,11,12,19
26.615,10,11,13,11,10,18
26.62,10,11,13,11,10,17
26.625,10,11,13,9,10,17
26.63,10,11,13,9,11,17
26.635,10,11,13,9,11,16
26.64,10,10,12,9,11,16
26.645,10,10,12,9,11,16
26.65,10,10,12,9,11,16
26.655,11,10,12,9,11,17
26.66,11,10,12,9,11,16
26.665,11,10,12,9,11,16
26.67,11,9,11,9,11,15
26.675,11,9,11,8,11,15
26.68,11,9,11,9,12,12
26.685,10,9,11,9,12,12
26.69,10,8,11,10,12,12
26.695,10,8,11,9,11,11
26.7,10,8,11,9,12,12
26.705,10,8,11,9,12,11
26.71,10,8,11,8,12,11
26.715,10,8,11,9,13,11
26.72,10,8,11,8,13,11
26.725,10,8,11,8,13,10
26.73,10,8,10,8,13,8
26.735,10,8,10,8,13,9
26.74,9,7,10,9,13,8
26.745,9,7,10,9,13,8
26.75,9,7,10,9,13,9
26.755,9,7,10,9,12,10
26.76,9,7,10,9,11,10
26.765,9,7,10,9,11,10
26.77,9,7,10,9,11,9
26.775,9,7,10,9,10,9
26.78,9,7,10,10,10,10
26.785,9,7,10,10,9,13
26.79,9,7,9,10,9,12
26.795,9,7,9,10,11,11
26.8,9,7,9,9,10,11
26.805,9,7,10,9,9,11
26.81,9,7,10,9,8,11
26.815,9,7,10,9,8,11
26.82,9,7,10,9,8,11
26.825,9,7,10,11,8,11
26.83,9,7,10,11,8,12
26.835,9,7,10,11,8,12
26.84,9,7,10,11,8,12
26.845,10,7,10,11,8,12
26.85,10,7,10,10,7,13
26.855,10,7,10,10,7,15
26.86,10,7,9,9,6,15
26.865,11,8,9,9,5,15
26.87,11,9,9,9,5,16
26.875,11,9,9,9,5,16
26.88,11,9,9,9,4,16
26.885,11,9,9,10,4,15
26.89,11,10,9,10,4,15
26.895,11,11,9,9,4,15
26.9,11,10,9,7,4,15
26.905,11,11,8,8,4,14
26.91,12,11,7,7,5,14
26.915,13,11,7,5,5,14
26.92,13,11,7,5,5,14
26.925,13,11,7,4,5,15
26.93,13,11,7,4,5,15
26.935,14,10,7,4,5,14
26.94,16,9,7,4,5,14
26.945,16,9,7,5,5,12
26.95,16,9,7,4,7,12
26.955,17,9,7,5,8,12
26.96,16,9,7,5,8,12
26.965,19,9,7,5,8,13
26.97,19,9,7,4,8,13
26.975,19,9,7,5,8,13
26.98,19,9,7,4,8,11
26.985,18,10,7,4,7,10
26.99,18,10,7,4,7,10
26.995,18,10,7,5,8,10
27,18,10,8,7,8,10
27.005,18,11,8,7,8,10
27.01,18,11,8,7,8,10
27.015,18,11,8,9,8,10
27.02,18,11,7,9,7,9
27.025,19,11,7,7,7,9
27.03,19,11,7,7,7,10
27.035,19,11,7,7,7,12
27.04,19,11,7,7,7,12
27.045,19,11,7,8,7,12
27.05,19,10,7,8,7,11
27.055,19,10,7,9,7,11
27.06,20,10,7,9,5,11
27.065,20,10,7,9,6,10
27.07,20,11,7,10,6,11
27.075,20,11,7,9,6,12
27.08,20,11,7,9,7,12
27.085,19,11,7,10,7,11
27.09,19,11,7,10,7,10
27.095,18,11,7,12,7,10
27.1,18,11,7,12,8,10
27.105,18,10,7,12,7,10
27.11,18,10,7,11,8,9
27.115,18,10,7,11,8,10
27.12,18,10,7,11,6,9
27.125,18,10,7,11,6,8
27.13,18,10,8,12,6,8
27.135,18,10,7,12,6,8
27.14,18,10,7,13,6,10
27.145,18,11,7,13,5,10
27.15,17,11,7,12,5,10
27.155,17,11,7,12,4,10
27.16,17,12,7,12,4,10
27.165,16,12,7,13,4,10
27.17,16,12,7,13,4,10
27.175,16,12,7,13,5,10
27.18,16,12,7,13,5,10
27.185,16,12,7,13,5,9
27.19,16,12,7,12,5,9
27.195,16,12,7,13,5,9
27.2,16,12,7,13,5,9
27.205,16,12,7,15,6,9
27.21,16,12,7,15,6,9
27.215,16,12,7,15,6,9
27.22,16,12,7,16,6,9
27.225,16,12,7,16,6,9
27.23,16,12,7,16,6,8
27.235,16,12,7,16,6,8
27.24,16,12,7,15,9,9
27.245,17,11,6,15,10,9
27.25,17,11,6,16,11,7
27.255,17,11,6,16,10,8
27.26,17,11,6,15,10,8
27.265,17,11,6,15,11,9
27.27,17,11,6,16,10,8
27.275,17,11,6,15,10,8
27.28,17,11,6,16,10,9
27.285,17,11,6,16,11,9
27.29,17,12,7,17,11,8
27.295,16,13,7,18,11,8
27.3,16,13,7,18,10,8
27.305,17,13,8,19,10,6
27.31,17,13,8,20,10,6
27.315,17,13,8,18,9,6
27.32,17,13,8,18,9,6
27.325,17,14,8,19,10,6
27.33,17,14,8,19,10,6
27.335,17,14,8,19,10,6
27.34,17,14,8,20,10,6
27.345,17,14,8,19,9,6
27.35,17,14,8,19,10,7
27.355,17,14,8,19,11,6
27.36,17,14,8,20,12,6
27.365,17,14,8,20,13,7
27.37,17,14,8,19,13,7
27.375,17,14,8,19,13,7
27.38,17,14,8,19,12,7
27.385,17,14,8,20,12,7
27.39,17,14,8,18,12,7
27.395,16,14,8,17,12,7
27.4,16,14,9,16,12,8
27.405,16,14,9,16,12,9
27.41,16,14,9,17,13,9
27.415,16,14,10,17,14,8
27.42,16,14,10,17,14,8
27.425,16,14,10,17,13,9
27.43,15,14,10,17,13,8
27.435,15,14,10,16,12,8
27.44,15,13,10,15,13,9
27.445,15,13,10,15,13,9
27.45,16,13,10,14,12,9
27.455,16,13,10,15,12,10
27.46,16,13,10,16,11,11
27.465,16,13,10,17,10,11
27.47,16,13,9,18,10,11
27.475,16,13,10,18,10,11
27.48,16,13,11,19,11,11
27.485,16,13,11,19,11,11
27.49,16,13,11,19,11,11
27.495,16,13,11,20,13,14
27.5,16,13,11,18,14,14
27.505,16,13,11,17,14,13
27.51,16,13,11,17,14,13
27.515,16,14,11,18,14,13
27.52,16,14,11,18,13,13
27.525,16,14,10,17,14,13
27.53,16,15,10,17,14,12
27.535,16,15,10,17,15,12
27.54,16,14,10,17,15,11
27.545,16,13,10,19,14,11
27.55,16,13,10,18,13,11
27.555,16,13,10,18,12,11
27.56,16,13,10,18,12,11
27.565,16,13,10,18,12,11
27.57,16,13,10,18,11,10
27.575,16,13,10,17,11,10
27.58,16,13,10,18,10,11
27.585,16,12,10,19,11,11
27.59,16,12,10,20,12,10
27.595,16,12,10,19,12,10
27.6,16,12,10,19,12,10
27.605,16,12,10,19,12,10
27.61,17,12,11,18,12,10
27.615,17,12,11,19,14,10
27.62,17,12,11,19,14,10
27.625,17,12,11,19,14,10
27.63,17,12,11,20,14,10
27.635,17,12,11,21,13,10
27.64,17,12,11,20,13,12
27.645,17,12,11,22,15,12
27.65,17,12,11,22,14,12
27.655,17,13,11,22,13,12
27.66,17,12,11,22,13,12
27.665,17,12,11,21,12,12
27.67,17,12,11,21,14,12
27.675,17,12,11,20,14,12
27.68,17,12,11,20,14,13
27.685,17,12,11,19,13,13
27.69,17,12,11,19,13,13
27.695,17,12,11,19,13,13
27.7,17,12,11,19,13,15
27.705,17,12,11,17,13,15
27.71,17,12,11,18,13,15
27.715,17,12,11,17,13,14
27.72,17,12,11,17,13,15
27.725,16,12,11,18,13,15
27.73,16,12,11,19,14,15
27.735,16,12,12,19,15,14
27.74,16,12,12,19,15,14
27.745,17,12,12,19,15,16
27.75,17,12,12,21,16,15
27.755,17,12,12,21,16,14
27.76,17,12,13,21,16,12
27.765,17,12,13,21,15,13
27.77,17,12,13,20,15,13
27.775,17,12,13,20,15,14
27.78,17,12,13,20,16,13
27.785,17,12,12,20,16,13
27.79,17,12,12,20,16,13
27.795,17,12,11,19,15,13
27.8,17,12,11,17,16,13
27.805,17,12,12,17,15,13
27.81,17,12,12,17,16,13
27.815,17,11,12,17,16,13
27.82,17,11,12,16,16,11
27.825,17,10,12,18,15,11
27.83,17,10,12,19,15,9
27.835,17,10,12,17,15,8
27.84,17,10,12,18,15,7
27.845,17,10,12,18,14,7
27.85,17,10,12,18,14,7
27.855,17,10,12,17,14,7
27.86,17,10,12,17,15,7
27.865,17,10,12,19,14,9
27.87,17,10,12,19,14,9
27.875,17,10,12,19,15,9
27.88,17,10,12,20,15,10
27.885,17,10,12,20,15,10
27.89,17,10,12,22,17,11
27.895,17,10,12,22,17,11
27.9,18,10,12,23,17,12
27.905,18,10,12,22,17,13
27.91,17,10,12,21,18,13
27.915,17,10,12,22,19,13
27.92,15,10,12,22,19,14
27.925,14,10,12,22,19,14
27.93,14,10,12,23,18,14
27.935,14,10,12,22,18,14
27.94,14,10,12,22,18,13
27.945,14,10,13,22,18,12
27.95,14,10,13,22,16,12
27.955,14,10,13,22,16,13
27.96,14,10,13,21,16,14
27.965,14,10,13,21,15,14
27.97,14,10,13,21,15,13
27.975,14,10,13,21,15,13
27.98,14,10,13,21,13,13
27.985,14,10,12,21,12,12
27.99,14,10,13,20,12,12
27.995,14,10,13,20,12,14
28,14,10,13,19,13,12
28.005,14,10,13,19,12,15
28.01,14,10,13,19,12,16
28.015,14,10,13,18,12,16
28.02,14,10,13,17,10,16
28.025,14,10,13,17,10,17
28.03,14,10,13,17,11,16
