time,m1,m2,m3,p1,p2,p3
4.33,13,14,10,13,13,8
4.335,13,14,10,12,13,8
4.34,13,14,11,12,13,10
4.345,13,14,11,12,13,9
4.35,13,14,11,14,13,8
4.355,13,14,11,14,13,8
4.36,13,14,11,15,13,7
4.365,13,14,11,16,13,7
4.37,13,14,12,16,14,7
4.375,13,14,12,15,14,6
4.38,13,14,12,15,17,6
4.385,13,14,12,15,17,6
4.39,13,14,12,15,16,6
4.395,13,14,12,15,16,6
4.4,13,14,12,15,16,6
4.405,13,13,12,15,16,7
4.41,13,13,12,15,16,7
4.415,13,13,12,14,16,7
4.42,13,13,12,14,14,7
4.425,13,14,13,14,14,7
4.43,13,14,13,14,14,7
4.435,15,14,13,14,12,8
4.44,15,14,13,15,12,8
4.445,15,14,13,14,12,9
4.45,15,14,13,15,11,9
4.455,15,14,13,15,12,10
4.46,15,14,13,14,13,10
4.465,15,14,13,13,13,10
4.47,15,14,13,13,12,9
4.475,15,14,13,13,12,9
4.48,14,13,13,13,11,9
4.485,14,13,12,13,10,10
4.49,14,14,13,13,10,10
4.495,14,14,13,12,9,10
4.5,14,15,13,12,10,9
4.505,14,15,13,12,9,9
4.51,14,15,13,13,10,9
4.515,13,16,13,13,8,10
4.52,13,16,13,13,9,9
4.525,14,16,13,13,9,8
4.53,14,16,13,14,9,8
4.535,14,16,13,14,8,8
4.54,14,16,13,12,8,8
4.545,13,16,13,13,8,9
4.55,13,16,13,13,8,8
4.555,13,16,13,14,7,8
4.56,13,16,14,14,7,10
4.565,13,16,14,14,7,10
4.57,13,17,14,15,8,10
4.575,13,17,14,15,7,11
4.58,13,17,14,15,5,11
4.585,13,16,14,14,6,11
4.59,13,16,13,14,7,12
4.595,13,16,13,14,7,12
4.6,13,16,13,14,6,11
4.605,13,16,13,14,6,10
4.61,13,16,13,14,6,10
4.615,13,16,13,15,6,10
4.62,13,16,13,15,7,10
4.625,12,16,14,15,7,10
4.63,12,16,13,13,6,11
4.635,13,17,13,13,7,9
4.64,13,17,13,13,7,9
4.645,13,17,13,13,7,9
4.65,12,17,14,15,8,9
4.655,12,17,14,15,9,8
4.66,12,17,14,14,8,8
4.665,13,16,14,13,9,8
4.67,13,16,13,13,8,8
4.675,13,16,12,13,8,7
4.68,13,16,12,13,9,7
4.685,13,16,12,13,9,7
4.69,13,16,13,13,9,7
4.695,13,14,13,13,10,8
4.7,13,14,13,13,10,9
4.705,13,14,12,13,10,9
4.71,13,14,12,13,11,9
4.715,12,14,12,12,11,9
4.72,12,14,12,12,11,9
4.725,12,14,11,11,11,8
4.73,12,14,11,11,12,10
4.735,12,14,12,11,12,10
4.74,12,14,12,11,13,10
4.745,12,14,13,10,13,8
4.75,13,14,13,11,14,8
4.755,13,14,13,9,13,8
4.76,13,14,13,9,13,8
4.765,13,14,13,9,14,8
4.77,12,14,13,9,14,9
4.775,12,14,13,9,14,9
4.78,12,13,14,10,16,9
4.785,12,13,14,9,15,9
4.79,12,13,14,8,15,9
4.795,12,13,14,9,14,8
4.8,12,13,14,9,14,9
4.805,13,13,13,10,13,9
4.81,13,13,13,10,13,9
4.815,13,13,13,10,13,8
4.82,13,13,13,10,13,7
4.825,13,13,13,10,13,8
4.83,13,13,13,9,13,8
4.835,13,13,12,10,14,7
4.84,13,13,12,10,14,8
4.845,13,13,12,10,14,8
4.85,13,13,12,11,14,8
4.855,13,13,12,11,14,8
4.86,13,13,12,11,14,7
4.865,13,13,11,11,15,7
4.87,13,13,10,11,15,7
4.875,13,13,10,12,14,7
4.88,13,13,10,13,14,8
4.885,13,13,10,13,14,11
4.89,13,13,10,13,15,11
4.895,13,13,10,14,16,11
4.9,13,13,10,14,16,10
4.905,13,13,10,15,17,10
4.91,13,13,10,17,16,10
4.915,13,13,10,17,16,10
4.92,13,13,10,16,16,9
4.925,13,13,10,16,16,9
4.93,13,13,10,16,18,9
4.935,13,13,10,14,18,9
4.94,13,13,10,14,18,10
4.945,13,13,10,14,18,10
4.95,13,13,10,14,18,9
4.955,13,13,10,14,19,9
4.96,13,13,10,14,18,9
4.965,12,13,10,14,18,9
4.97,12,13,10,14,19,9
4.975,13,13,10,14,19,9
4.98,13,13,10,13,20,8
4.985,12,13,10,11,20,9
4.99,12,13,10,11,19,9
4.995,12,13,9,13,20,9
5,12,13,9,13,18,9
5.005,13,14,9,13,18,9
5.01,13,14,9,12,17,9
5.015,13,14,9,12,19,9
5.02,13,14,9,12,19,10
5.025,13,14,9,10,18,9
5.03,13,14,9,11,18,10
5.035,13,14,9,11,18,9
5.04,13,14,9,14,18,9
5.045,13,14,9,14,16,11
5.05,13,14,9,14,15,11
5.055,13,14,9,14,16,12
5.06,13,14,9,14,16,12
5.065,13,14,9,13,16,12
5.07,13,14,9,14,15,12
5.075,13,14,9,15,15,11
5.08,13,14,9,15,15,11
5.085,13,14,9,15,15,11
5.09,13,14,9,15,15,11
5.095,13,14,9,14,15,12
5.1,13,14,9,15,16,12
5.105,13,14,9,16,14,13
5.11,13,14,9,15,14,13
5.115,13,14,9,16,14,14
5.12,13,13,9,15,14,14
5.125,13,13,9,15,13,14
5.13,13,13,9,16,12,14
5.135,13,13,9,16,12,15
5.14,13,13,9,17,11,14
5.145,13,13,9,16,11,14
5.15,13,13,9,17,11,14
5.155,13,14,9,19,10,15
5.16,13,14,9,19,9,15
5.165,12,14,9,19,9,14
5.17,12,14,9,19,9,14
5.175,12,14,9,18,8,13
5.18,12,14,9,19,7,13
5.185,12,14,9,19,7,15
5.19,12,14,9,19,7,14
5.195,11,14,8,19,7,13
5.2,11,14,8,19,7,13
5.205,11,14,8,20,7,12
5.21,11,14,8,21,8,12
5.215,11,14,8,21,7,12
5.22,11,14,8,21,7,12
5.225,11,14,7,21,7,12
5.23,11,14,7,21,7,12
5.235,11,13,7,21,8,12
5.24,10,13,7,23,8,12
5.245,10,13,7,24,8,12
5.25,10,13,7,24,8,11
5.255,10,12,7,24,8,11
5.26,10,12,7,25,9,11
5.265,9,12,7,24,7,11
5.27,9,12,7,22,8,11
5.275,9,12,7,20,8,11
5.28,9,12,7,20,10,11
5.285,9,12,7,19,10,11
5.29,9,12,7,19,11,11
5.295,9,12,7,19,11,11
5.3,9,11,7,19,11,11
5.305,9,11,7,19,11,11
5.31,9,11,7,20,11,11
5.315,9,11,7,19,11,11
5.32,9,11,7,19,13,11
5.325,9,11,7,19,13,11
5.33,9,11,7,19,13,10
5.335,9,11,7,18,12,11
5.34,9,11,7,19,12,11
5.345,9,11,7,18,13,10
5.35,8,11,7,19,12,10
5.355,8,11,7,18,12,8
5.36,8,10,7,19,12,10
5.365,8,10,8,18,11,9
5.37,8,10,8,18,11,10
5.375,8,10,8,19,11,10
5.38,8,10,8,17,11,10
5.385,8,10,8,17,11,10
5.39,8,10,8,17,11,10
5.395,8,10,8,17,11,10
5.4,8,10,8,16,12,10
5.405,8,10,8,16,11,11
5.41,8,10,8,16,10,11
5.415,8,10,8,15,10,11
5.42,8,10,8,16,10,11
5.425,8,10,8,18,10,11
5.43,8,10,8,18,10,11
5.435,8,10,8,17,9,11
5.44,8,10,8,18,9,11
5.445,8,10,7,19,10,10
5.45,8,10,7,18,11,9
5.455,8,10,7,19,12,9
5.46,8,10,7,19,11,9
5.465,8,10,7,19,8,9
5.47,8,10,7,17,8,9
5.475,8,11,7,16,7,9
5.48,8,11,7,15,7,9
5.485,8,11,7,15,7,8
5.49,8,11,6,14,7,8
5.495,8,11,6,14,6,8
5.5,7,12,6,14,5,8
5.505,7,13,6,14,5,8
5.51,7,13,6,14,4,8
5.515,8,14,6,14,5,8
5.52,8,14,6,14,5,8
5.525,8,14,6,14,5,8
5.53,8,14,6,13,5,8
5.535,8,14,6,13,5,8
5.54,8,14,6,14,5,9
5.545,7,14,6,14,5,9
5.55,7,14,6,14,5,9
5.555,6,14,6,14,5,9
5.56,6,14,6,15,5,9
5.565,6,14,6,16,5,9
5.57,6,14,6,16,5,9
5.575,6,14,6,16,4,9
5.58,6,15,6,16,4,9
5.585,6,15,6,16,4,9
5.59,6,15,6,15,4,9
5.595,6,16,7,15,5,9
5.6,6,16,7,14,6,9
5.605,6,16,7,15,7,9
5.61,6,16,7,15,8,9
5.615,6,16,7,15,8,8
5.62,6,16,7,15,8,7
5.625,6,16,7,16,9,7
5.63,6,16,7,17,10,7
5.635,6,16,7,16,11,7
5.64,6,15,7,16,11,7
5.645,6,15,7,16,11,7
5.65,6,15,7,16,11,7
5.655,6,15,7,16,11,7
5.66,6,15,7,16,14,7
5.665,6,15,6,16,14,7
5.67,6,14,6,16,16,7
5.675,6,14,6,15,15,7
5.68,6,14,6,14,15,6
5.685,6,14,7,13,15,6
5.69,6,13,7,13,17,6
5.695,6,13,7,12,16,7
5.7,6,13,6,12,16,7
5.705,7,13,7,12,16,7
5.71,7,13,7,13,16,7
5.715,7,13,7,13,17,7
5.72,6,13,7,13,17,6
5.725,6,13,7,12,18,7
5.73,6,13,7,12,18,7
5.735,6,13,7,12,18,7
5.74,6,13,7,12,18,8
5.745,6,13,7,12,18,7
5.75,6,13,7,12,18,7
5.755,6,13,7,10,19,7
5.76,6,13,7,10,17,7
5.765,7,13,7,10,17,7
5.77,7,13,7,9,17,7
5.775,7,13,7,9,16,7
5.78,7,13,7,9,16,6
5.785,7,13,7,9,16,6
5.79,7,13,7,9,17,6
5.795,7,13,7,9,17,6
5.8,8,13,7,9,16,6
5.805,8,13,7,9,16,6
5.81,8,13,7,9,17,6
5.815,8,13,7,9,17,7
5.82,8,13,8,9,15,7
5.825,8,15,8,9,16,7
5.83,8,15,8,9,16,7
5.835,7,14,8,9,16,7
5.84,7,14,8,9,15,8
5.845,7,14,6,9,15,8
5.85,8,14,6,9,15,8
5.855,8,14,6,9,15,8
5.86,8,14,6,8,14,8
5.865,8,14,6,8,13,8
5.87,8,14,6,8,13,8
5.875,8,14,5,8,13,8
5.88,8,14,5,8,13,8
5.885,8,14,5,8,13,8
5.89,9,14,5,7,14,8
5.895,9,13,5,7,14,8
5.9,9,13,5,7,13,7
5.905,9,13,5,7,13,7
5.91,9,13,5,8,13,7
5.915,9,12,5,8,13,7
5.92,9,12,5,8,13,8
5.925,9,12,5,8,13,8
5.93,9,12,6,9,13,9
5.935,9,12,6,9,13,9
5.94,9,12,6,9,13,9
5.945,9,12,6,9,13,10
5.95,9,11,7,8,13,9
5.955,9,11,6,6,12,9
5.96,9,12,6,6,12,9
5.965,10,12,6,6,12,9
5.97,10,12,6,6,12,9
5.975,10,12,6,6,12,9
5.98,11,12,7,7,12,7
5.985,11,12,7,7,12,6
5.99,11,12,7,7,12,6
5.995,13,12,7,7,12,6
6,13,12,7,7,12,6
6.005,13,12,7,7,11,6
6.01,13,12,7,7,11,6
6.015,13,11,7,6,12,5
6.02,13,11,7,6,12,5
6.025,13,11,7,6,12,6
6.03,13,11,7,6,13,6
6.035,13,11,7,6,14,6
6.04,13,11,7,7,14,5
6.045,12,11,7,7,14,5
6.05,12,11,7,7,14,5
6.055,12,11,7,7,15,5
6.06,12,11,8,6,15,5
6.065,12,11,8,6,16,5
6.07,12,11,8,6,16,5
6.075,12,11,8,6,17,4
6.08,12,11,9,6,17,4
6.085,12,11,9,7,14,4
6.09,12,11,9,9,14,4
6.095,12,11,9,10,13,4
6.1,12,11,9,10,13,4
6.105,12,11,9,10,13,5
6.11,12,11,9,10,13,5
6.115,12,11,9,11,12,5
6.12,12,11,10,12,13,4
6.125,11,11,10,12,12,4
6.13,11,11,11,13,12,5
6.135,11,11,11,13,12,6
6.14,11,11,11,13,11,5
6.145,11,11,11,15,11,4
6.15,11,11,12,15,11,5
6.155,11,11,12,15,11,5
6.16,11,11,12,15,11,6
6.165,11,11,12,15,11,5
6.17,11,11,12,14,11,5
6.175,11,11,12,13,11,5
6.18,11,11,12,12,11,5
6.185,11,11,13,11,10,8
6.19,11,11,14,11,10,8
6.195,11,11,14,11,11,8
6.2,11,11,15,9,11,8
6.205,11,11,15,10,11,8
6.21,11,11,15,10,11,8
6.215,11,11,15,10,10,9
6.22,11,11,15,10,10,10
6.225,11,11,15,11,10,11
6.23,11,11,15,12,10,12
6.235,11,11,15,12,10,12
6.24,11,11,15,12,10,11
6.245,11,11,15,11,7,11
6.25,11,11,14,11,7,11
6.255,11,12,14,12,6,12
6.26,12,12,14,12,6,13
6.265,12,11,14,12,6,13
6.27,12,11,14,11,6,12
6.275,12,11,14,11,7,13
6.28,12,11,14,12,7,13
6.285,12,11,14,12,8,13
6.29,12,10,14,11,8,15
6.295,12,10,14,11,9,15
6.3,12,10,14,11,9,16
6.305,12,10,14,12,9,16
6.31,12,10,14,12,8,15
6.315,12,10,14,12,8,16
6.32,11,10,14,12,8,16
6.325,11,10,14,11,8,16
6.33,10,10,14,10,10,16
6.335,10,9,14,9,10,17
6.34,11,9,14,9,10,16
6.345,11,9,14,9,9,17
6.35,11,8,14,10,8,19
6.355,11,8,14,10,8,19
6.36,11,8,14,10,9,19
6.365,11,7,14,10,10,19
6.37,11,7,14,9,11,19
6.375,10,7,14,9,11,19
6.38,10,7,14,9,12,19
6.385,10,7,14,9,12,18
6.39,10,7,14,8,12,16
6.395,11,7,14,7,12,16
6.4,11,7,14,8,12,16
6.405,10,7,14,7,12,17
6.41,11,7,14,8,12,17
6.415,11,7,14,8,12,17
6.42,11,7,14,7,12,17
6.425,11,7,14,7,13,17
6.43,11,7,14,7,13,16
6.435,11,7,14,7,14,16
6.44,11,7,14,7,14,16
6.445,12,7,14,7,14,15
6.45,13,7,14,7,14,15
6.455,13,7,14,8,15,15
6.46,13,7,14,7,14,15
6.465,13,7,14,7,14,14
6.47,13,7,14,8,13,14
6.475,13,7,14,8,13,15
6.48,14,7,14,8,12,16
6.485,14,7,14,8,12,16
6.49,14,7,14,8,12,16
6.495,14,6,14,8,13,15
6.5,14,6,14,8,13,14
6.505,13,6,14,8,13,14
6.51,13,6,15,9,12,13
6.515,13,6,15,9,12,13
6.52,13,6,15,10,12,14
6.525,13,6,15,10,12,14
6.53,13,6,15,10,12,14
6.535,13,6,15,10,13,14
6.54,13,6,15,10,13,14
6.545,13,6,15,9,13,14
6.55,13,6,15,9,13,13
6.555,13,6,15,11,14,13
6.56,13,6,15,11,14,13
6.565,13,6,15,11,16,14
6.57,13,6,15,13,14,14
6.575,13,6,15,14,14,14
6.58,13,6,15,14,13,15
6.585,13,6,15,14,13,15
6.59,13,6,15,13,13,16
6.595,13,6,15,15,13,15
6.6,13,6,15,16,13,16
6.605,13,6,14,16,14,16
6.61,13,6,14,16,15,15
6.615,13,6,13,14,14,15
6.62,13,6,13,15,14,15
6.625,13,6,13,15,13,16
6.63,13,6,13,15,14,17
6.635,13,6,13,15,14,18
6.64,13,6,13,17,14,19
6.645,13,6,13,16,14,19
6.65,12,6,13,15,14,20
6.655,12,6,13,17,15,20
6.66,12,6,13,16,14,20
6.665,12,6,12,16,14,20
6.67,11,6,12,16,14,19
6.675,11,6,12,15,14,20
6.68,11,6,11,15,14,19
6.685,11,6,11,15,13,18
6.69,11,6,11,16,13,19
6.695,11,6,11,15,13,19
6.7,11,6,11,15,12,19
6.705,11,6,10,15,12,18
6.71,10,6,10,16,12,18
6.715,10,6,10,15,12,19
6.72,10,6,10,15,12,19
6.725,10,6,10,16,12,19
6.73,10,7,10,17,12,19
6.735,10,7,10,20,13,19
6.74,10,7,10,20,13,19
6.745,10,7,10,20,13,19
6.75,10,7,10,19,14,20
6.755,10,7,10,20,14,19
6.76,10,7,10,21,15,19
6.765,9,7,10,21,14,19
6.77,9,7,10,20,15,20
6.775,9,7,10,20,15,19
6.78,9,7,10,19,15,19
6.785,9,7,10,21,15,19
6.79,9,7,10,21,15,19
6.795,9,7,10,20,15,19
6.8,9,7,10,20,15,18
6.805,9,7,10,20,14,19
6.81,9,7,10,19,14,19
6.815,9,7,10,20,14,20
6.82,9,7,10,21,14,20
6.825,9,7,10,20,13,19
6.83,9,7,10,20,12,20
6.835,8,7,10,19,12,20
6.84,8,7,10,19,12,20
6.845,8,7,10,19,12,19
6.85,8,7,10,19,12,20
6.855,8,7,10,18,11,20
6.86,8,7,10,18,12,20
6.865,8,7,10,18,11,21
6.87,8,7,10,18,11,22
6.875,8,7,10,18,10,22
6.88,8,7,10,18,10,22
6.885,8,8,10,20,10,21
6.89,8,8,10,20,11,20
6.895,8,8,9,19,11,20
6.9,8,8,9,19,11,19
6.905,8,8,9,20,11,18
6.91,8,8,10,19,11,19
6.915,8,8,10,19,11,18
6.92,8,8,10,19,10,18
6.925,8,8,10,19,10,18
6.93,8,8,10,18,11,18
6.935,8,8,10,18,10,18
6.94,8,7,9,18,12,18
6.945,8,7,9,19,12,16
6.95,8,7,9,18,12,17
6.955,8,7,9,18,12,17
6.96,8,7,9,18,11,15
6.965,8,7,9,17,11,15
6.97,8,7,9,18,11,15
6.975,8,7,9,17,11,14
6.98,8,7,9,17,12,13
6.985,8,7,9,16,11,14
6.99,8,7,9,16,11,13
6.995,8,7,9,15,11,13
7,8,7,9,14,11,13
7.005,8,7,9,13,11,13
7.01,7,7,9,13,11,12
7.015,7,7,9,13,12,12
7.02,7,7,9,13,12,12
7.025,7,7,9,13,12,12
7.03,7,7,9,12,12,12
7.035,7,8,10,12,12,12
7.04,7,8,10,11,12,11
7.045,7,8,11,11,12,11
7.05,7,8,11,11,14,11
7.055,7,8,11,11,14,12
7.06,7,8,11,11,14,11
7.065,7,8,11,11,14,11
7.07,7,8,11,10,14,11
7.075,7,7,10,11,13,11
7.08,7,7,10,11,13,10
7.085,7,7,10,11,13,10
7.09,7,7,10,10,14,10
7.095,7,7,10,10,16,10
7.1,7,7,10,10,16,9
7.105,7,7,10,10,16,10
7.11,7,7,10,10,15,11
7.115,7,7,10,10,13,11
7.12,7,7,10,10,13,12
7.125,7,8,11,10,14,12
7.13,7,8,11,10,14,11
7.135,7,8,11,10,14,11
7.14,7,8,11,9,13,10
7.145,7,8,11,8,13,9
7.15,7,8,11,8,12,9
7.155,7,8,11,8,12,9
7.16,7,8,11,8,12,10
7.165,7,8,11,7,13,9
7.17,7,8,12,7,12,9
7.175,7,8,12,6,12,10
7.18,7,8,12,6,12,10
7.185,7,8,12,5,13,10
7.19,7,8,12,5,13,10
7.195,8,9,12,5,13,10
7.2,8,9,12,4,13,9
7.205,8,9,12,4,13,10
7.21,10,9,12,4,13,10
7.215,11,9,12,4,13,10
7.22,11,9,12,3,13,9
7.225,11,9,12,4,15,7
7.23,11,9,11,4,15,7
7.235,11,9,11,6,15,8
7.24,11,9,11,5,16,9
7.245,12,9,11,6,16,9
7.25,12,9,11,6,15,9
7.255,12,10,11,6,16,8
7.26,13,10,11,6,15,8
7.265,13,10,12,6,14,10
7.27,12,10,11,6,13,10
7.275,12,10,11,5,14,12
7.28,12,10,11,5,15,11
7.285,12,10,11,5,15,11
7.29,12,10,11,5,14,10
7.295,13,10,11,6,13,10
7.3,13,10,11,4,13,10
7.305,12,10,11,4,12,11
7.31,12,10,11,4,11,10
7.315,12,10,11,5,11,10
7.32,12,9,10,5,12,9
7.325,11,9,10,5,12,9
7.33,11,9,10,5,12,10
7.335,11,9,10,5,12,9
7.34,12,9,10,5,12,9
7.345,12,9,10,5,13,10
7.35,12,9,10,5,15,10
7.355,12,9,10,5,14,9
7.36,12,9,10,5,15,10
7.365,12,9,10,4,15,10
7.37,12,8,10,4,15,10
7.375,12,8,10,4,15,11
7.38,12,8,10,4,16,11
7.385,12,8,10,4,16,11
7.39,12,8,10,4,16,11
7.395,12,8,10,5,16,11
7.4,12,8,11,6,16,11
7.405,12,8,11,7,17,11
7.41,12,8,11,7,17,11
7.415,12,8,11,6,15,11
7.42,12,8,11,7,14,12
7.425,12,8,11,6,14,10
7.43,12,7,11,7,13,11
7.435,12,6,11,8,13,10
7.44,12,6,11,9,13,10
7.445,12,6,11,9,13,9
7.45,12,6,11,10,13,9
7.455,13,6,11,10,13,9
7.46,13,6,11,10,13,9
7.465,13,7,11,10,11,10
7.47,13,7,11,10,11,10
7.475,13,7,11,8,11,11
7.48,13,7,11,7,11,11
7.485,13,7,11,7,10,12
7.49,13,7,11,7,10,12
7.495,13,7,11,7,10,12
7.5,13,7,11,8,10,11
7.505,13,7,11,8,9,9
7.51,13,7,11,8,10,9
7.515,13,7,11,9,10,10
7.52,13,7,11,9,10,9
7.525,14,7,10,9,10,9
7.53,14,7,10,9,9,9
7.535,14,7,10,9,8,9
7.54,14,7,10,9,8,10
7.545,14,7,10,9,8,10
7.55,14,7,10,9,7,10
7.555,14,7,10,9,9,9
7.56,14,5,10,9,9,9
7.565,14,5,10,11,9,9
7.57,13,5,10,11,9,9
7.575,13,5,10,11,9,9
7.58,13,5,10,12,7,10
7.585,13,5,10,12,6,9
7.59,13,5,9,13,6,9
7.595,13,5,9,13,6,9
7.6,12,5,9,13,7,8
7.605,12,5,9,13,7,7
7.61,12,5,10,14,6,6
7.615,12,5,10,14,6,6
7.62,12,4,11,14,5,6
7.625,12,4,11,14,5,6
7.63,12,4,11,14,5,5
7.635,12,4,11,15,5,5
7.64,12,4,11,15,5,5
7.645,12,4,12,15,4,5
7.65,12,4,12,15,4,5
7.655,12,4,12,15,4,5
7.66,12,5,13,13,4,5
7.665,11,5,13,13,4,6
7.67,11,5,13,13,4,6
7.675,10,5,13,13,4,5
7.68,10,5,13,12,4,6
7.685,10,5,13,12,4,7
7.69,10,5,13,10,3,7
7.695,10,5,13,10,3,8
7.7,11,5,13,10,3,8
7.705,11,5,13,10,4,8
7.71,11,5,13,10,4,10
7.715,11,5,13,10,4,10
7.72,10,6,13,12,3,11
7.725,10,6,13,11,6,11
7.73,10,6,13,11,6,12
7.735,10,6,13,11,6,13
7.74,10,6,13,11,8,12
7.745,10,6,13,11,7,11
7.75,10,6,13,11,7,13
7.755,10,6,14,11,6,13
7.76,10,6,14,11,6,13
7.765,10,6,14,11,6,14
7.77,10,7,14,11,6,14
7.775,10,7,13,11,5,14
7.78,9,7,13,11,5,14
7.785,9,7,13,11,5,14
7.79,9,7,13,10,6,14
7.795,9,7,13,10,6,15
7.8,9,6,13,11,6,15
7.805,9,6,13,12,6,15
7.81,9,6,12,12,6,16
7.815,9,6,12,12,7,16
7.82,9,6,12,11,7,16
7.825,8,6,12,12,7,17
7.83,8,6,12,12,8,19
7.835,9,6,12,11,8,16
7.84,9,6,11,11,8,16
7.845,9,6,11,11,8,16
7.85,8,6,11,11,7,16
7.855,8,6,11,11,7,14
7.86,8,6,11,11,7,12
7.865,8,6,11,11,8,12
7.87,8,6,11,11,8,11
7.875,8,6,11,11,8,11
7.88,7,6,11,11,8,10
7.885,7,6,11,11,8,10
7.89,7,6,11,11,8,10
7.895,7,6,11,10,9,9
7.9,7,6,11,10,9,9
7.905,7,6,11,9,8,10
7.91,7,6,9,9,8,10
7.915,7,6,9,9,8,10
7.92,8,7,9,8,8,9
7.925,8,7,8,8,8,8
7.93,8,8,8,8,8,8
7.935,8,8,8,8,8,7
7.94,9,8,8,8,9,7
7.945,9,8,8,8,9,5
7.95,9,8,8,8,9,5
7.955,9,8,8,8,9,6
7.96,9,8,8,10,10,6
7.965,9,7,8,10,10,7
7.97,9,7,8,10,10,5
7.975,9,7,8,10,10,6
7.98,9,7,8,10,11,6
7.985,9,7,8,9,11,5
7.99,9,7,8,8,10,5
7.995,9,7,8,8,10,5
8,9,7,8,8,10,5
8.005,9,7,8,9,10,6
8.01,9,7,8,8,10,7
8.015,9,7,8,7,12,7
8.02,9,7,8,6,12,7
8.025,8,7,8,6,11,6
8.03,7,7,8,6,11,5
8.035,7,7,9,6,10,5
8.04,7,7,9,6,8,6
8.045,8,8,10,6,8,6
8.05,8,8,10,6,7,6
8.055,8,8,10,6,9,6
8.06,8,8,10,6,9,6
8.065,8,8,10,6,9,6
8.07,8,9,11,6,8,6
8.075,8,9,11,6,8,6
8.08,8,9,11,6,8,6
8.085,8,9,11,5,8,6
8.09,8,9,11,5,8,6
8.095,9,9,11,6,8,5
8.1,9,9,11,6,8,5
8.105,9,9,12,6,8,5
8.11,9,9,12,5,8,5
8.115,9,9,12,5,7,4
8.12,9,9,15,6,7,4
8.125,9,9,15,6,7,4
8.13,9,9,15,6,7,4
8.135,9,9,15,6,6,4
8.14,10,9,16,5,6,4
8.145,10,9,16,5,6,5
8.15,11,9,16,5,6,5
8.155,12,9,16,5,6,7
8.16,11,9,16,5,7,7
8.165,11,9,17,5,7,8
8.17,11,9,17,7,7,9
8.175,11,9,17,8,7,9
8.18,11,9,17,9,7,8
8.185,11,9,17,9,6,10
8.19,11,9,17,9,6,9
8.195,11,8,17,9,6,9
8.2,11,8,16,8,6,11
8.205,11,8,16,8,7,13
8.21,12,8,16,9,9,13
8.215,12,8,17,9,9,13
8.22,12,8,16,9,9,13
8.225,12,8,16,9,7,13
8.23,13,8,16,9,7,13
8.235,13,8,15,9,7,12
8.24,13,8,15,9,7,12
8.245,13,9,15,9,6,12
8.25,13,9,15,9,6,13
8.255,13,9,14,10,9,13
8.26,13,9,13,9,9,12
8.265,13,9,13,8,10,13
8.27,13,9,13,8,10,14
8.275,13,9,13,8,11,13
8.28,13,9,13,8,11,13
8.285,13,9,12,8,11,12
8.29,13,9,12,8,11,11
8.295,13,9,12,8,11,11
8.3,13,9,12,8,11,11
8.305,13,9,12,8,10,10
8.31,13,9,12,8,10,10
8.315,13,9,12,8,10,10
8.32,13,9,12,8,10,10
8.325,13,9,12,9,8,10
8.33,13,10,12,9,8,9
8.335,13,10,12,9,8,10
8.34,13,10,12,9,8,10
8.345,13,10,12,10,8,11
8.35,13,10,12,11,8,11
8.355,13,10,11,12,8,14
8.36,13,10,11,12,8,15
8.365,12,10,10,12,8,15
8.37,12,10,10,12,9,15
8.375,12,10,10,12,9,14
8.38,12,10,10,12,9,14
8.385,12,10,10,13,9,14
8.39,12,10,10,13,8,14
8.395,12,10,10,13,8,14
8.4,12,10,10,13,8,14
8.405,12,10,10,14,8,13
8.41,12,10,9,13,8,13
8.415,12,10,9,14,7,13
8.42,12,9,9,14,7,12
8.425,12,9,9,14,7,12
8.43,12,9,9,16,7,12
8.435,12,9,9,17,6,12
8.44,12,9,9,17,6,12
8.445,12,10,9,17,6,11
8.45,12,10,9,17,6,11
8.455,12,10,9,16,6,11
8.46,12,10,9,16,6,11
8.465,11,9,9,16,6,11
8.47,11,10,9,13,6,11
8.475,11,10,10,13,7,12
8.48,11,10,10,13,7,12
8.485,11,10,10,14,7,12
8.49,11,10,10,12,7,10
8.495,11,10,10,12,7,9
8.5,11,10,10,13,6,9
8.505,11,10,10,15,6,9
8.51,11,10,10,15,7,9
8.515,11,11,10,15,7,10
8.52,11,11,10,14,7,9
8.525,11,11,10,13,7,8
8.53,11,11,10,13,8,8
8.535,11,11,10,13,8,8
8.54,11,11,10,13,8,8
8.545,11,11,10,12,9,8
8.55,11,11,10,11,9,7
8.555,11,11,10,10,9,8
8.56,11,12,10,10,9,7
8.565,11,12,10,9,9,7
8.57,11,12,10,9,9,6
8.575,11,12,10,9,10,6
8.58,11,12,10,9,10,6
8.585,11,12,10,9,11,6
8.59,11,12,10,9,11,6
8.595,10,12,10,9,10,6
8.6,10,12,10,9,10,7
8.605,11,12,10,9,10,6
8.61,11,12,10,8,10,6
8.615,11,12,10,8,9,6
8.62,11,12,10,8,9,6
8.625,11,12,11,8,9,6
8.63,11,11,11,8,9,6
8.635,11,12,11,8,9,7
8.64,11,12,11,8,9,7
8.645,11,12,11,8,9,7
8.65,11,13,11,9,9,7
8.655,11,13,11,9,11,8
8.66,11,13,11,9,10,9
8.665,11,13,12,9,10,9
8.67,11,13,12,9,12,9
8.675,11,13,12,9,12,9
8.68,11,13,12,8,11,9
8.685,11,13,12,8,11,9
8.69,11,13,12,8,13,9
8.695,11,13,12,9,13,9
